:START_ID(User)	:END_ID(Circle)	:TYPE
1623	107_circle_6	IN_CIRCLE
1622	107_circle_6	IN_CIRCLE
1327	107_circle_6	IN_CIRCLE
1267	107_circle_6	IN_CIRCLE
1269	107_circle_6	IN_CIRCLE
923	107_circle_6	IN_CIRCLE
1580	107_circle_6	IN_CIRCLE
1816	107_circle_6	IN_CIRCLE
1779	107_circle_6	IN_CIRCLE
1251	107_circle_6	IN_CIRCLE
1197	107_circle_6	IN_CIRCLE
1861	107_circle_6	IN_CIRCLE
1558	107_circle_6	IN_CIRCLE
1193	107_circle_6	IN_CIRCLE
1017	107_circle_6	IN_CIRCLE
1375	107_circle_6	IN_CIRCLE
1068	107_circle_6	IN_CIRCLE
1643	107_circle_6	IN_CIRCLE
1055	107_circle_6	IN_CIRCLE
1069	107_circle_6	IN_CIRCLE
1516	107_circle_6	IN_CIRCLE
1877	107_circle_6	IN_CIRCLE
1639	107_circle_6	IN_CIRCLE
1811	107_circle_6	IN_CIRCLE
1491	107_circle_6	IN_CIRCLE
1520	107_circle_6	IN_CIRCLE
1328	107_circle_6	IN_CIRCLE
1551	107_circle_6	IN_CIRCLE
1031	107_circle_6	IN_CIRCLE
1717	107_circle_6	IN_CIRCLE
1028	107_circle_6	IN_CIRCLE
1833	107_circle_6	IN_CIRCLE
1688	107_circle_6	IN_CIRCLE
1421	107_circle_6	IN_CIRCLE
1059	107_circle_6	IN_CIRCLE
1563	107_circle_6	IN_CIRCLE
1626	107_circle_6	IN_CIRCLE
1564	107_circle_6	IN_CIRCLE
1537	107_circle_6	IN_CIRCLE
1723	107_circle_6	IN_CIRCLE
1265	107_circle_6	IN_CIRCLE
908	107_circle_6	IN_CIRCLE
1110	107_circle_6	IN_CIRCLE
1339	107_circle_6	IN_CIRCLE
1384	107_circle_6	IN_CIRCLE
1334	107_circle_6	IN_CIRCLE
1621	107_circle_6	IN_CIRCLE
1077	107_circle_6	IN_CIRCLE
1658	107_circle_7	IN_CIRCLE
1001	107_circle_7	IN_CIRCLE
968	107_circle_7	IN_CIRCLE
1337	107_circle_7	IN_CIRCLE
1897	107_circle_7	IN_CIRCLE
1439	107_circle_7	IN_CIRCLE
1395	107_circle_7	IN_CIRCLE
1562	107_circle_7	IN_CIRCLE
922	107_circle_7	IN_CIRCLE
1821	107_circle_7	IN_CIRCLE
1133	107_circle_7	IN_CIRCLE
1814	107_circle_7	IN_CIRCLE
912	107_circle_7	IN_CIRCLE
1442	107_circle_7	IN_CIRCLE
1038	107_circle_7	IN_CIRCLE
1769	107_circle_7	IN_CIRCLE
1618	107_circle_7	IN_CIRCLE
1657	107_circle_7	IN_CIRCLE
1062	107_circle_7	IN_CIRCLE
1818	107_circle_7	IN_CIRCLE
1301	107_circle_7	IN_CIRCLE
1012	107_circle_7	IN_CIRCLE
1885	107_circle_7	IN_CIRCLE
899	107_circle_7	IN_CIRCLE
1780	107_circle_7	IN_CIRCLE
908	107_circle_7	IN_CIRCLE
1262	107_circle_7	IN_CIRCLE
1097	107_circle_8	IN_CIRCLE
938	107_circle_8	IN_CIRCLE
1137	107_circle_8	IN_CIRCLE
1118	107_circle_8	IN_CIRCLE
1319	107_circle_8	IN_CIRCLE
1747	107_circle_8	IN_CIRCLE
903	107_circle_8	IN_CIRCLE
1548	107_circle_8	IN_CIRCLE
1424	107_circle_8	IN_CIRCLE
1533	107_circle_8	IN_CIRCLE
1468	107_circle_8	IN_CIRCLE
1733	107_circle_8	IN_CIRCLE
1568	107_circle_8	IN_CIRCLE
992	107_circle_8	IN_CIRCLE
1378	107_circle_8	IN_CIRCLE
1232	107_circle_8	IN_CIRCLE
1798	107_circle_8	IN_CIRCLE
1363	107_circle_8	IN_CIRCLE
958	107_circle_8	IN_CIRCLE
963	107_circle_8	IN_CIRCLE
1784	107_circle_8	IN_CIRCLE
910	107_circle_8	IN_CIRCLE
1186	107_circle_8	IN_CIRCLE
1837	107_circle_8	IN_CIRCLE
1371	107_circle_8	IN_CIRCLE
1895	107_circle_8	IN_CIRCLE
1216	107_circle_8	IN_CIRCLE
1601	107_circle_8	IN_CIRCLE
1787	107_circle_8	IN_CIRCLE
901	107_circle_8	IN_CIRCLE
1880	107_circle_8	IN_CIRCLE
1629	107_circle_8	IN_CIRCLE
1452	107_circle_8	IN_CIRCLE
1333	107_circle_8	IN_CIRCLE
1314	107_circle_8	IN_CIRCLE
2900	1684_circle_0	IN_CIRCLE
3077	1684_circle_0	IN_CIRCLE
2934	1684_circle_0	IN_CIRCLE
3186	1684_circle_0	IN_CIRCLE
2870	1684_circle_0	IN_CIRCLE
3162	1684_circle_0	IN_CIRCLE
3207	1684_circle_0	IN_CIRCLE
2947	1684_circle_0	IN_CIRCLE
3001	1684_circle_0	IN_CIRCLE
3118	1684_circle_0	IN_CIRCLE
3177	1684_circle_0	IN_CIRCLE
3410	1684_circle_0	IN_CIRCLE
2990	1684_circle_0	IN_CIRCLE
2860	1684_circle_0	IN_CIRCLE
3420	1684_circle_0	IN_CIRCLE
3176	1684_circle_0	IN_CIRCLE
3356	1684_circle_0	IN_CIRCLE
2775	1684_circle_0	IN_CIRCLE
2739	1684_circle_0	IN_CIRCLE
3371	1684_circle_0	IN_CIRCLE
3191	1684_circle_0	IN_CIRCLE
2696	1684_circle_0	IN_CIRCLE
3018	1684_circle_0	IN_CIRCLE
2724	1684_circle_0	IN_CIRCLE
2728	1684_circle_0	IN_CIRCLE
3007	1684_circle_0	IN_CIRCLE
3068	1684_circle_0	IN_CIRCLE
3412	1684_circle_0	IN_CIRCLE
2711	1684_circle_0	IN_CIRCLE
3019	1684_circle_0	IN_CIRCLE
2951	1684_circle_0	IN_CIRCLE
2737	1684_circle_0	IN_CIRCLE
2892	1684_circle_0	IN_CIRCLE
3002	1684_circle_0	IN_CIRCLE
3366	1684_circle_0	IN_CIRCLE
2830	1684_circle_0	IN_CIRCLE
3223	1684_circle_0	IN_CIRCLE
1405	1684_circle_0	IN_CIRCLE
2779	1684_circle_0	IN_CIRCLE
3379	1684_circle_0	IN_CIRCLE
2962	1684_circle_0	IN_CIRCLE
2662	1684_circle_0	IN_CIRCLE
2682	1684_circle_0	IN_CIRCLE
3415	1684_circle_0	IN_CIRCLE
3295	1684_circle_0	IN_CIRCLE
2829	1684_circle_0	IN_CIRCLE
2820	1684_circle_0	IN_CIRCLE
3334	1684_circle_0	IN_CIRCLE
3210	1684_circle_0	IN_CIRCLE
3103	1684_circle_0	IN_CIRCLE
2713	1684_circle_0	IN_CIRCLE
2671	1684_circle_0	IN_CIRCLE
3285	1684_circle_0	IN_CIRCLE
3069	1684_circle_0	IN_CIRCLE
3086	1684_circle_0	IN_CIRCLE
3244	1684_circle_0	IN_CIRCLE
3273	1684_circle_0	IN_CIRCLE
2995	1684_circle_0	IN_CIRCLE
3154	1684_circle_0	IN_CIRCLE
3100	1684_circle_0	IN_CIRCLE
3246	1684_circle_0	IN_CIRCLE
2845	1684_circle_0	IN_CIRCLE
3203	1684_circle_0	IN_CIRCLE
3346	1684_circle_0	IN_CIRCLE
3359	1684_circle_0	IN_CIRCLE
3168	1684_circle_0	IN_CIRCLE
3233	1684_circle_0	IN_CIRCLE
2697	1684_circle_0	IN_CIRCLE
3062	1684_circle_0	IN_CIRCLE
3241	1684_circle_0	IN_CIRCLE
860	1684_circle_1	IN_CIRCLE
2885	1684_circle_1	IN_CIRCLE
2814	1684_circle_1	IN_CIRCLE
2717	1684_circle_1	IN_CIRCLE
2838	1684_circle_1	IN_CIRCLE
2740	1684_circle_1	IN_CIRCLE
2704	1684_circle_1	IN_CIRCLE
3003	1684_circle_1	IN_CIRCLE
58	1684_circle_1	IN_CIRCLE
3290	1684_circle_1	IN_CIRCLE
171	1684_circle_1	IN_CIRCLE
2785	1684_circle_2	IN_CIRCLE
3175	1684_circle_2	IN_CIRCLE
3111	1684_circle_2	IN_CIRCLE
2849	1684_circle_2	IN_CIRCLE
2708	1684_circle_2	IN_CIRCLE
3013	1684_circle_2	IN_CIRCLE
3272	1684_circle_2	IN_CIRCLE
3224	1684_circle_2	IN_CIRCLE
2992	1684_circle_2	IN_CIRCLE
3079	1684_circle_2	IN_CIRCLE
3386	1684_circle_2	IN_CIRCLE
2904	1684_circle_2	IN_CIRCLE
2797	1684_circle_2	IN_CIRCLE
3360	1684_circle_2	IN_CIRCLE
2833	1684_circle_2	IN_CIRCLE
2778	1684_circle_2	IN_CIRCLE
2875	1684_circle_2	IN_CIRCLE
3422	1684_circle_2	IN_CIRCLE
3434	1684_circle_2	IN_CIRCLE
2869	1684_circle_2	IN_CIRCLE
2720	1684_circle_2	IN_CIRCLE
3396	1684_circle_2	IN_CIRCLE
3206	1684_circle_2	IN_CIRCLE
2793	1684_circle_2	IN_CIRCLE
3145	1684_circle_2	IN_CIRCLE
3101	1684_circle_2	IN_CIRCLE
3194	1684_circle_2	IN_CIRCLE
3291	1684_circle_2	IN_CIRCLE
3046	1684_circle_2	IN_CIRCLE
3316	1684_circle_2	IN_CIRCLE
3116	1684_circle_2	IN_CIRCLE
2881	1684_circle_2	IN_CIRCLE
3039	1684_circle_2	IN_CIRCLE
2684	1684_circle_2	IN_CIRCLE
3005	1684_circle_2	IN_CIRCLE
3297	1684_circle_2	IN_CIRCLE
3017	1684_circle_2	IN_CIRCLE
3403	1684_circle_2	IN_CIRCLE
3146	1684_circle_2	IN_CIRCLE
3021	1684_circle_2	IN_CIRCLE
3252	1684_circle_2	IN_CIRCLE
3247	1684_circle_2	IN_CIRCLE
3299	1684_circle_2	IN_CIRCLE
3188	1684_circle_2	IN_CIRCLE
2863	1684_circle_2	IN_CIRCLE
2973	1684_circle_2	IN_CIRCLE
3060	1684_circle_2	IN_CIRCLE
3355	1684_circle_2	IN_CIRCLE
3115	1684_circle_2	IN_CIRCLE
3391	1684_circle_2	IN_CIRCLE
3262	1684_circle_2	IN_CIRCLE
3306	1684_circle_2	IN_CIRCLE
2716	1684_circle_2	IN_CIRCLE
2672	1684_circle_2	IN_CIRCLE
3204	1684_circle_2	IN_CIRCLE
3152	1684_circle_2	IN_CIRCLE
3179	1684_circle_2	IN_CIRCLE
3411	1684_circle_2	IN_CIRCLE
3381	1684_circle_2	IN_CIRCLE
2936	1684_circle_2	IN_CIRCLE
3170	1684_circle_2	IN_CIRCLE
3201	1684_circle_2	IN_CIRCLE
3367	1684_circle_2	IN_CIRCLE
3192	1684_circle_2	IN_CIRCLE
3051	1684_circle_2	IN_CIRCLE
3209	1684_circle_2	IN_CIRCLE
2989	1684_circle_2	IN_CIRCLE
3254	1684_circle_2	IN_CIRCLE
2753	1684_circle_2	IN_CIRCLE
3280	1684_circle_2	IN_CIRCLE
2765	1684_circle_2	IN_CIRCLE
3287	1684_circle_2	IN_CIRCLE
3106	1684_circle_2	IN_CIRCLE
3344	1684_circle_2	IN_CIRCLE
2733	1684_circle_2	IN_CIRCLE
2901	1684_circle_2	IN_CIRCLE
3313	1684_circle_2	IN_CIRCLE
2783	1684_circle_2	IN_CIRCLE
2846	1684_circle_2	IN_CIRCLE
3350	1684_circle_2	IN_CIRCLE
3198	1684_circle_2	IN_CIRCLE
3197	1684_circle_2	IN_CIRCLE
2742	1684_circle_2	IN_CIRCLE
3298	1684_circle_2	IN_CIRCLE
3239	1684_circle_2	IN_CIRCLE
3288	1684_circle_2	IN_CIRCLE
3352	1684_circle_2	IN_CIRCLE
3419	1684_circle_2	IN_CIRCLE
3109	1684_circle_2	IN_CIRCLE
3058	1684_circle_2	IN_CIRCLE
3321	1684_circle_2	IN_CIRCLE
2970	1684_circle_2	IN_CIRCLE
3172	1684_circle_2	IN_CIRCLE
3132	1684_circle_2	IN_CIRCLE
2976	1684_circle_2	IN_CIRCLE
3112	1684_circle_2	IN_CIRCLE
3281	1684_circle_2	IN_CIRCLE
3038	1684_circle_2	IN_CIRCLE
3332	1684_circle_2	IN_CIRCLE
3353	1684_circle_2	IN_CIRCLE
3182	1684_circle_2	IN_CIRCLE
3082	1684_circle_2	IN_CIRCLE
3267	1684_circle_2	IN_CIRCLE
3320	1684_circle_2	IN_CIRCLE
3397	1684_circle_2	IN_CIRCLE
3212	1684_circle_2	IN_CIRCLE
3225	1684_circle_2	IN_CIRCLE
3049	1684_circle_2	IN_CIRCLE
3185	1684_circle_2	IN_CIRCLE
3240	1684_circle_2	IN_CIRCLE
3076	1684_circle_2	IN_CIRCLE
2965	1684_circle_2	IN_CIRCLE
2687	1684_circle_2	IN_CIRCLE
3102	1684_circle_2	IN_CIRCLE
3274	1684_circle_2	IN_CIRCLE
2674	1684_circle_2	IN_CIRCLE
2840	1684_circle_2	IN_CIRCLE
3011	1684_circle_2	IN_CIRCLE
2894	1684_circle_2	IN_CIRCLE
3120	1684_circle_2	IN_CIRCLE
3406	1684_circle_2	IN_CIRCLE
3113	1684_circle_2	IN_CIRCLE
2770	1684_circle_2	IN_CIRCLE
2719	1684_circle_2	IN_CIRCLE
2991	1684_circle_2	IN_CIRCLE
3041	1684_circle_2	IN_CIRCLE
2937	1684_circle_2	IN_CIRCLE
3260	1684_circle_2	IN_CIRCLE
2701	1684_circle_2	IN_CIRCLE
3378	1684_circle_2	IN_CIRCLE
3347	1684_circle_2	IN_CIRCLE
3296	1684_circle_2	IN_CIRCLE
2828	1684_circle_2	IN_CIRCLE
2661	1684_circle_2	IN_CIRCLE
3089	1684_circle_2	IN_CIRCLE
3357	1684_circle_2	IN_CIRCLE
3070	1684_circle_2	IN_CIRCLE
3261	1684_circle_2	IN_CIRCLE
2748	1684_circle_2	IN_CIRCLE
3351	1684_circle_2	IN_CIRCLE
3377	1684_circle_2	IN_CIRCLE
3345	1684_circle_2	IN_CIRCLE
3169	1684_circle_2	IN_CIRCLE
3035	1684_circle_2	IN_CIRCLE
3416	1684_circle_2	IN_CIRCLE
2780	1684_circle_2	IN_CIRCLE
3150	1684_circle_2	IN_CIRCLE
3148	1684_circle_2	IN_CIRCLE
3016	1684_circle_2	IN_CIRCLE
3277	1684_circle_2	IN_CIRCLE
2939	1684_circle_2	IN_CIRCLE
2796	1684_circle_2	IN_CIRCLE
3265	1684_circle_2	IN_CIRCLE
2694	1684_circle_3	IN_CIRCLE
2787	1684_circle_3	IN_CIRCLE
3006	1684_circle_4	IN_CIRCLE
2767	1684_circle_4	IN_CIRCLE
2722	1684_circle_4	IN_CIRCLE
2964	1684_circle_4	IN_CIRCLE
3401	1684_circle_4	IN_CIRCLE
2707	1684_circle_4	IN_CIRCLE
3270	1684_circle_4	IN_CIRCLE
2808	1684_circle_4	IN_CIRCLE
3338	1684_circle_4	IN_CIRCLE
2926	1684_circle_4	IN_CIRCLE
3376	1684_circle_4	IN_CIRCLE
2842	1684_circle_4	IN_CIRCLE
2975	1684_circle_4	IN_CIRCLE
3408	1684_circle_4	IN_CIRCLE
2857	1684_circle_4	IN_CIRCLE
3425	1684_circle_4	IN_CIRCLE
3427	1684_circle_4	IN_CIRCLE
3421	1684_circle_4	IN_CIRCLE
3121	1684_circle_4	IN_CIRCLE
2980	1684_circle_4	IN_CIRCLE
3157	1684_circle_4	IN_CIRCLE
3370	1684_circle_4	IN_CIRCLE
3094	1684_circle_4	IN_CIRCLE
3133	1684_circle_4	IN_CIRCLE
3328	1684_circle_4	IN_CIRCLE
3159	1684_circle_4	IN_CIRCLE
3402	1684_circle_4	IN_CIRCLE
3031	1684_circle_4	IN_CIRCLE
3429	1684_circle_4	IN_CIRCLE
2893	1684_circle_5	IN_CIRCLE
2858	1684_circle_5	IN_CIRCLE
2736	1684_circle_5	IN_CIRCLE
2762	1684_circle_5	IN_CIRCLE
2841	1684_circle_5	IN_CIRCLE
3221	1684_circle_5	IN_CIRCLE
3389	1684_circle_5	IN_CIRCLE
3327	1684_circle_5	IN_CIRCLE
3248	1684_circle_5	IN_CIRCLE
2804	1684_circle_5	IN_CIRCLE
3190	1684_circle_5	IN_CIRCLE
2771	1684_circle_5	IN_CIRCLE
2954	1684_circle_5	IN_CIRCLE
2781	1684_circle_5	IN_CIRCLE
3424	1684_circle_5	IN_CIRCLE
3214	1684_circle_5	IN_CIRCLE
2898	1684_circle_5	IN_CIRCLE
3383	1684_circle_5	IN_CIRCLE
2836	1684_circle_5	IN_CIRCLE
3275	1684_circle_5	IN_CIRCLE
3028	1684_circle_6	IN_CIRCLE
3368	1684_circle_6	IN_CIRCLE
2714	1684_circle_6	IN_CIRCLE
3155	1684_circle_6	IN_CIRCLE
3063	1684_circle_6	IN_CIRCLE
2933	1684_circle_6	IN_CIRCLE
3012	1684_circle_6	IN_CIRCLE
2805	1684_circle_6	IN_CIRCLE
2983	1684_circle_6	IN_CIRCLE
2922	1684_circle_6	IN_CIRCLE
2997	1684_circle_6	IN_CIRCLE
2935	1684_circle_6	IN_CIRCLE
3167	1684_circle_7	IN_CIRCLE
2921	1684_circle_7	IN_CIRCLE
3236	1684_circle_7	IN_CIRCLE
3048	1684_circle_7	IN_CIRCLE
2758	1684_circle_7	IN_CIRCLE
2747	1684_circle_7	IN_CIRCLE
3393	1684_circle_7	IN_CIRCLE
3323	1684_circle_7	IN_CIRCLE
3256	1684_circle_7	IN_CIRCLE
2878	1684_circle_7	IN_CIRCLE
2795	1684_circle_7	IN_CIRCLE
3050	1684_circle_7	IN_CIRCLE
3196	1684_circle_7	IN_CIRCLE
2675	1684_circle_7	IN_CIRCLE
3156	1684_circle_7	IN_CIRCLE
3107	1684_circle_7	IN_CIRCLE
2918	1684_circle_7	IN_CIRCLE
1726	1684_circle_7	IN_CIRCLE
2996	1684_circle_7	IN_CIRCLE
2955	1684_circle_7	IN_CIRCLE
3136	1684_circle_7	IN_CIRCLE
2831	1684_circle_7	IN_CIRCLE
2816	1684_circle_7	IN_CIRCLE
3369	1684_circle_7	IN_CIRCLE
2723	1684_circle_7	IN_CIRCLE
3027	1684_circle_7	IN_CIRCLE
3279	1684_circle_7	IN_CIRCLE
2950	1684_circle_7	IN_CIRCLE
3337	1684_circle_7	IN_CIRCLE
3380	1684_circle_7	IN_CIRCLE
3043	1684_circle_7	IN_CIRCLE
3307	1684_circle_7	IN_CIRCLE
2844	1684_circle_7	IN_CIRCLE
3276	1684_circle_7	IN_CIRCLE
3253	1684_circle_7	IN_CIRCLE
3409	1684_circle_7	IN_CIRCLE
3404	1684_circle_7	IN_CIRCLE
3075	1684_circle_7	IN_CIRCLE
3067	1684_circle_7	IN_CIRCLE
2865	1684_circle_7	IN_CIRCLE
3151	1684_circle_7	IN_CIRCLE
3249	1684_circle_7	IN_CIRCLE
2843	1684_circle_7	IN_CIRCLE
2772	1684_circle_7	IN_CIRCLE
2751	1684_circle_7	IN_CIRCLE
2686	1684_circle_7	IN_CIRCLE
2932	1684_circle_7	IN_CIRCLE
2718	1684_circle_7	IN_CIRCLE
3358	1684_circle_7	IN_CIRCLE
2730	1684_circle_7	IN_CIRCLE
3171	1684_circle_7	IN_CIRCLE
3032	1684_circle_7	IN_CIRCLE
3365	1684_circle_7	IN_CIRCLE
3312	1684_circle_7	IN_CIRCLE
2744	1684_circle_7	IN_CIRCLE
3134	1684_circle_7	IN_CIRCLE
3140	1684_circle_7	IN_CIRCLE
3199	1684_circle_7	IN_CIRCLE
2702	1684_circle_7	IN_CIRCLE
3385	1684_circle_7	IN_CIRCLE
3093	1684_circle_7	IN_CIRCLE
3418	1684_circle_7	IN_CIRCLE
2715	1684_circle_7	IN_CIRCLE
3264	1684_circle_7	IN_CIRCLE
2768	1684_circle_7	IN_CIRCLE
2665	1684_circle_7	IN_CIRCLE
2871	1684_circle_7	IN_CIRCLE
2801	1684_circle_7	IN_CIRCLE
2984	1684_circle_7	IN_CIRCLE
3189	1684_circle_7	IN_CIRCLE
2914	1684_circle_7	IN_CIRCLE
2825	1684_circle_7	IN_CIRCLE
3160	1684_circle_7	IN_CIRCLE
3144	1684_circle_7	IN_CIRCLE
2668	1684_circle_7	IN_CIRCLE
3087	1684_circle_7	IN_CIRCLE
3187	1684_circle_7	IN_CIRCLE
3255	1684_circle_7	IN_CIRCLE
2780	1684_circle_7	IN_CIRCLE
3219	1684_circle_7	IN_CIRCLE
3395	1684_circle_7	IN_CIRCLE
3326	1684_circle_7	IN_CIRCLE
3124	1684_circle_7	IN_CIRCLE
2941	1684_circle_8	IN_CIRCLE
1642	1684_circle_8	IN_CIRCLE
3329	1684_circle_8	IN_CIRCLE
1666	1684_circle_8	IN_CIRCLE
2727	1684_circle_8	IN_CIRCLE
990	1684_circle_8	IN_CIRCLE
3072	1684_circle_8	IN_CIRCLE
2734	1684_circle_8	IN_CIRCLE
3057	1684_circle_8	IN_CIRCLE
2700	1684_circle_8	IN_CIRCLE
3242	1684_circle_8	IN_CIRCLE
3342	1684_circle_8	IN_CIRCLE
2895	1684_circle_8	IN_CIRCLE
3407	1684_circle_8	IN_CIRCLE
2678	1684_circle_8	IN_CIRCLE
3164	1684_circle_8	IN_CIRCLE
107	1684_circle_8	IN_CIRCLE
3024	1684_circle_8	IN_CIRCLE
1726	1684_circle_8	IN_CIRCLE
3302	1684_circle_8	IN_CIRCLE
2688	1684_circle_8	IN_CIRCLE
3263	1684_circle_8	IN_CIRCLE
3373	1684_circle_8	IN_CIRCLE
3099	1684_circle_8	IN_CIRCLE
1656	1684_circle_8	IN_CIRCLE
2791	1684_circle_8	IN_CIRCLE
3097	1684_circle_8	IN_CIRCLE
2667	1684_circle_8	IN_CIRCLE
2859	1684_circle_8	IN_CIRCLE
2822	1684_circle_8	IN_CIRCLE
2690	1684_circle_8	IN_CIRCLE
3340	1684_circle_8	IN_CIRCLE
2848	1684_circle_8	IN_CIRCLE
3161	1684_circle_8	IN_CIRCLE
3431	1684_circle_8	IN_CIRCLE
3349	1684_circle_8	IN_CIRCLE
3278	1684_circle_8	IN_CIRCLE
2802	1684_circle_8	IN_CIRCLE
3020	1684_circle_8	IN_CIRCLE
2784	1684_circle_8	IN_CIRCLE
3215	1684_circle_8	IN_CIRCLE
2764	1684_circle_8	IN_CIRCLE
2813	1684_circle_8	IN_CIRCLE
3178	1684_circle_8	IN_CIRCLE
2971	1684_circle_8	IN_CIRCLE
3015	1684_circle_8	IN_CIRCLE
2677	1684_circle_8	IN_CIRCLE
2968	1684_circle_8	IN_CIRCLE
3330	1684_circle_8	IN_CIRCLE
2752	1684_circle_8	IN_CIRCLE
1450	1684_circle_8	IN_CIRCLE
2883	1684_circle_8	IN_CIRCLE
3331	1684_circle_8	IN_CIRCLE
2998	1684_circle_8	IN_CIRCLE
1758	1684_circle_8	IN_CIRCLE
3375	1684_circle_8	IN_CIRCLE
3374	1684_circle_8	IN_CIRCLE
2958	1684_circle_8	IN_CIRCLE
3211	1684_circle_8	IN_CIRCLE
2826	1684_circle_8	IN_CIRCLE
2803	1684_circle_8	IN_CIRCLE
2999	1684_circle_8	IN_CIRCLE
3110	1684_circle_8	IN_CIRCLE
3222	1684_circle_8	IN_CIRCLE
2868	1684_circle_8	IN_CIRCLE
1419	1684_circle_8	IN_CIRCLE
2693	1684_circle_8	IN_CIRCLE
3009	1684_circle_8	IN_CIRCLE
3319	1684_circle_8	IN_CIRCLE
1534	1684_circle_8	IN_CIRCLE
3305	1684_circle_8	IN_CIRCLE
3165	1684_circle_8	IN_CIRCLE
3011	1684_circle_8	IN_CIRCLE
3432	1684_circle_8	IN_CIRCLE
2818	1684_circle_8	IN_CIRCLE
3088	1684_circle_8	IN_CIRCLE
3245	1684_circle_8	IN_CIRCLE
2903	1684_circle_8	IN_CIRCLE
2760	1684_circle_8	IN_CIRCLE
3343	1684_circle_8	IN_CIRCLE
1505	1684_circle_8	IN_CIRCLE
2847	1684_circle_8	IN_CIRCLE
2819	1684_circle_8	IN_CIRCLE
2876	1684_circle_8	IN_CIRCLE
2735	1684_circle_8	IN_CIRCLE
2923	1684_circle_8	IN_CIRCLE
3258	1684_circle_8	IN_CIRCLE
2812	1684_circle_8	IN_CIRCLE
2882	1684_circle_8	IN_CIRCLE
3138	1684_circle_8	IN_CIRCLE
3230	1684_circle_8	IN_CIRCLE
3292	1684_circle_8	IN_CIRCLE
3335	1684_circle_8	IN_CIRCLE
2780	1684_circle_8	IN_CIRCLE
3205	1684_circle_8	IN_CIRCLE
2790	1684_circle_8	IN_CIRCLE
2856	1684_circle_8	IN_CIRCLE
3361	1684_circle_8	IN_CIRCLE
3105	1684_circle_9	IN_CIRCLE
3141	1684_circle_9	IN_CIRCLE
2902	1684_circle_9	IN_CIRCLE
3354	1684_circle_9	IN_CIRCLE
3053	1684_circle_9	IN_CIRCLE
3271	1684_circle_9	IN_CIRCLE
2930	1684_circle_9	IN_CIRCLE
3131	1684_circle_9	IN_CIRCLE
3216	1684_circle_9	IN_CIRCLE
3251	1684_circle_9	IN_CIRCLE
3181	1684_circle_9	IN_CIRCLE
3372	1684_circle_9	IN_CIRCLE
2732	1684_circle_9	IN_CIRCLE
3200	1684_circle_9	IN_CIRCLE
2788	1684_circle_9	IN_CIRCLE
3180	1684_circle_9	IN_CIRCLE
3122	1684_circle_9	IN_CIRCLE
2799	1684_circle_9	IN_CIRCLE
2861	1684_circle_9	IN_CIRCLE
2776	1684_circle_9	IN_CIRCLE
3218	1684_circle_9	IN_CIRCLE
3173	1684_circle_10	IN_CIRCLE
2915	1684_circle_10	IN_CIRCLE
2866	1684_circle_10	IN_CIRCLE
2972	1684_circle_11	IN_CIRCLE
2889	1684_circle_11	IN_CIRCLE
3311	1684_circle_11	IN_CIRCLE
2982	1684_circle_11	IN_CIRCLE
2699	1684_circle_11	IN_CIRCLE
3309	1684_circle_11	IN_CIRCLE
3283	1684_circle_11	IN_CIRCLE
2670	1684_circle_11	IN_CIRCLE
3314	1684_circle_11	IN_CIRCLE
3325	1684_circle_11	IN_CIRCLE
2879	1684_circle_11	IN_CIRCLE
3423	1684_circle_11	IN_CIRCLE
2834	1684_circle_11	IN_CIRCLE
2703	1684_circle_11	IN_CIRCLE
3318	1684_circle_11	IN_CIRCLE
2959	1684_circle_11	IN_CIRCLE
3382	1684_circle_11	IN_CIRCLE
3008	1684_circle_11	IN_CIRCLE
2979	1684_circle_12	IN_CIRCLE
3071	1684_circle_12	IN_CIRCLE
3328	1684_circle_12	IN_CIRCLE
3061	1684_circle_13	IN_CIRCLE
3081	1684_circle_13	IN_CIRCLE
3398	1684_circle_13	IN_CIRCLE
3405	1684_circle_13	IN_CIRCLE
2957	1684_circle_13	IN_CIRCLE
3308	1684_circle_13	IN_CIRCLE
3011	1684_circle_13	IN_CIRCLE
2685	1684_circle_13	IN_CIRCLE
3266	1684_circle_13	IN_CIRCLE
2777	1684_circle_14	IN_CIRCLE
3294	1684_circle_14	IN_CIRCLE
2754	1684_circle_14	IN_CIRCLE
2729	1684_circle_14	IN_CIRCLE
2676	1684_circle_14	IN_CIRCLE
2794	1684_circle_14	IN_CIRCLE
2766	1684_circle_14	IN_CIRCLE
3227	1684_circle_14	IN_CIRCLE
2906	1684_circle_14	IN_CIRCLE
2809	1684_circle_14	IN_CIRCLE
2759	1684_circle_14	IN_CIRCLE
2773	1684_circle_14	IN_CIRCLE
3137	1684_circle_14	IN_CIRCLE
3220	1684_circle_14	IN_CIRCLE
2905	1684_circle_14	IN_CIRCLE
2862	1684_circle_14	IN_CIRCLE
2948	1684_circle_14	IN_CIRCLE
3193	1684_circle_14	IN_CIRCLE
3114	1684_circle_14	IN_CIRCLE
3084	1684_circle_14	IN_CIRCLE
3384	1684_circle_14	IN_CIRCLE
2698	1684_circle_14	IN_CIRCLE
2749	1684_circle_14	IN_CIRCLE
2757	1684_circle_14	IN_CIRCLE
2931	1684_circle_14	IN_CIRCLE
2994	1684_circle_14	IN_CIRCLE
3303	1684_circle_14	IN_CIRCLE
3142	1684_circle_14	IN_CIRCLE
2666	1684_circle_14	IN_CIRCLE
